"TRAN DATE","paySlip","CHQ NO","amount"
"03/12/2018",5452,31,25000
"03/12/2018",5452,300198,719
"03/12/2018",5452,58219,1638
"03/12/2018",5452,11315,3002
"03/12/2018",5452,735805,3268
"03/12/2018",5452,7751,4341
"03/12/2018",5452,698869,4608
"03/12/2018",5452,140,5057
"03/12/2018",5452,951674,6065
"03/12/2018",5452,177690,12142
"03/12/2018",5452,244523,16400
"03/12/2018",5452,500941,18245
"03/12/2018",5452,698870,19710
"03/12/2018",5453,76489,23408
"03/12/2018",5453,882,2650
"03/12/2018",5453,711746,9036
"03/12/2018",5453,43562,11710
"03/12/2018",5453,781276,12007
"03/12/2018",5453,881,12010
"03/12/2018",5453,781273,12010
"03/12/2018",5453,6311,13487
"03/12/2018",5453,371040,18420
"03/12/2018",5453,155474,18886
"03/12/2018",5453,151979,23898
"03/12/2018",5453,349527,24161
"03/12/2018",5453,349362,33732
"03/12/2018",5454,9324,54270
"03/12/2018",5454,139039,2773
"03/12/2018",5454,139037,3626
"03/12/2018",5454,120366,6053
"03/12/2018",5454,472270,7227
"03/12/2018",5454,1677,9123
"03/12/2018",5454,20898,10758
"03/12/2018",5454,2716,21368
"03/12/2018",5454,16839,27424
"03/12/2018",5454,86747,30864
"03/12/2018",5454,472271,32043
"03/12/2018",5454,560476,32237
"03/12/2018",5455,882060,38768
"03/12/2018",5456,139034,3330
"03/12/2018",5457,489716,1531
"03/12/2018",5457,74918,2643
"03/12/2018",5459,5222227,56015
"03/12/2018",5459,182813,3634
"03/12/2018",5459,269022,5176
"03/12/2018",5459,659806,6126
"03/12/2018",5459,8,6699
"03/12/2018",5459,529472,6972
"03/12/2018",5459,277194,9276
"03/12/2018",5459,719969,15139
"03/12/2018",5459,57182,20344
"03/12/2018",5459,667153,24695
"03/12/2018",5459,989652,29992
"03/12/2018",5459,137183,41435
"03/12/2018",5459,157423,43335
"03/12/2018",5343,136683,48395
"03/06/2018",5391,17447,3513
"03/08/2018",5391,245701,3840
"03/08/2018",5435,245702,5326
"03/10/2018",5448,304527,6125
"03/12/2018",5343,154642,6830
"03/06/2018",5354,17448,12209
"03/06/2018",5382,903398,12432
"03/07/2018",5352,75612,14011
"03/06/2018",5346,193663,16509
"03/06/2018",5354,78457,24020
"03/06/2018",5347,35937,26144
"03/06/2018",5344,17449,26483
"03/06/2018",5390,12206,33806
"03/08/2018",5347,17546,60506
"03/06/2018",5460,17450,66175
"03/12/2018",5460,18,3192
"03/12/2018",5460,23,2225
"03/12/2018",5460,15103,6936
"03/12/2018",5460,222172,6766
"03/12/2018",5460,259305,5579
"03/12/2018",5436,607323,419
"03/10/2018",5436,11490,1631
"03/10/2018",5436,273337,1991
"03/10/2018",5436,541404,3977
"03/10/2018",5436,411528,6005
"03/10/2018",5436,43379,6140
"03/10/2018",5436,439108,17200
"03/10/2018",5436,777927,21262
"03/10/2018",5436,593215,30025
"03/10/2018",5436,136682,39772
"03/10/2018",5436,136684,40141
"03/10/2018",5436,751827,47335
"03/10/2018",5436,751826,51939
"03/10/2018",5437,802618,114845
"03/10/2018",5437,207540,2491
"03/10/2018",5437,5965,3002
"03/10/2018",5437,933054,3205
"03/10/2018",5437,217618,6480
"03/10/2018",5437,184628,8088
"03/10/2018",5437,386418,9501
"03/10/2018",5437,411527,12010
"03/10/2018",5437,907409,13474
"03/10/2018",5437,907408,17202
"03/10/2018",5437,454660,19500
"03/10/2018",5437,5964,20903
"03/10/2018",5437,291664,25445
"03/10/2018",5438,5963,26998
"03/10/2018",5438,881261,1463
"03/10/2018",5438,20893,6618
"03/10/2018",5438,881260,15000
"03/10/2018",5439,48727,20587
"03/10/2018",5439,687646,3668
"03/10/2018",5439,106,11104
"03/10/2018",5440,573247,14675
"03/10/2018",5456,695318,19057
"03/12/2018",5456,18,743
"03/12/2018",5456,208321,1621
"03/12/2018",5456,17,2304
"03/12/2018",5456,391752,2724
"03/12/2018",5456,444948,3181
"03/12/2018",5456,630731,5975
"03/12/2018",5456,57245,7934
"03/12/2018",5456,827035,10100
"03/12/2018",5456,14147,10842
"03/12/2018",5456,332664,13241
"03/12/2018",5456,47332,19026
"03/12/2018",5457,461549,19344
"03/12/2018",5458,391120,1531
"03/12/2018",5458,856705,27663
"03/12/2018",5458,17822,57731
"03/12/2018",5458,154699,60051
"03/12/2018",5458,338972,2051
"03/12/2018",5458,25582,2326
"03/12/2018",5458,397935,2798
"03/12/2018",5458,458274,5024
"03/12/2018",5458,130860,7300
"03/12/2018",5458,105547,7998
"03/12/2018",5458,716033,8204
"03/12/2018",5458,60652,15785
"03/12/2018",5458,919757,19614
"03/12/2018",5512,470659,21233
"14/03/2018",5477,0,2287668
"13/03/2018",5477,464913,2426
"13/03/2018",5477,3212,4157
"13/03/2018",5477,839098,1814
"13/03/2018",5477,839097,4728
"13/03/2018",5477,473470,5432
"13/03/2018",5477,19932,6044
"13/03/2018",5477,557287,6350
"13/03/2018",5477,200780,16971
"13/03/2018",5477,215575,17776
"13/03/2018",5477,495561,20490
"13/03/2018",5477,132450,55417
"13/03/2018",5477,373048,72020
"13/03/2018",5480,402122,130148
"13/03/2018",5480,719244,3483
"13/03/2018",5478,43250,18972
"13/03/2018",5478,601706,4721
"13/03/2018",5482,910126,15489
"13/03/2018",5482,836728,2399
"13/03/2018",5482,42958,3901
"13/03/2018",5482,9,4345
"13/03/2018",5482,843586,8410
"13/03/2018",5482,248707,14298
"13/03/2018",5482,111,15976
"13/03/2018",5482,1,30088
"13/03/2018",5482,430105,53487
"13/03/2018",5482,30768,58096
"13/03/2018",5482,166308,61175
"13/03/2018",5482,166309,62961
"13/03/2018",5484,214466,81430
"13/03/2018",5484,11770,2557
"13/03/2018",5484,11771,3224
"13/03/2018",5484,11773,3344
"13/03/2018",5484,11772,3388
"13/03/2018",5484,11774,3843
"13/03/2018",5485,210354,65400
"13/03/2018",5485,105638,1208
"13/03/2018",5485,48902,3040
"13/03/2018",5485,35,5410
"13/03/2018",5485,28102,6608
"13/03/2018",5485,307054,9626
"13/03/2018",5485,6350,11888
"13/03/2018",5485,61002,15484
"13/03/2018",5485,574394,17125
"13/03/2018",5485,23215,20261
"13/03/2018",5485,623987,27958
"13/03/2018",5485,670979,27993
"13/03/2018",5485,42804,31092
"13/03/2018",5487,9,32485
"13/03/2018",5487,8605,133
"13/03/2018",5487,4716,243
"13/03/2018",5487,3371,979
"13/03/2018",5487,30796,1074
"13/03/2018",5487,28823,3798
"13/03/2018",5487,898431,9095
"13/03/2018",5487,500785,9339
"13/03/2018",5487,819171,28248
"13/03/2018",5543,1256666,59376
"15/03/2018",5419,0,2942995
"03/09/2018",5486,40213,304750
"13/03/2018",5487,131095,12402
"13/03/2018",5487,6803,978
"13/03/2018",5487,449527,1006
"13/03/2018",5509,291162,3003
"14/03/2018",5510,195972,11115
"14/03/2018",5420,5304,6406
"03/09/2018",5423,126236,4076
"03/09/2018",5447,138441,9000
"03/12/2018",5505,174009,5553
"14/03/2018",4576,211495,21619
"27/01/2018",4576,5682,13876
"27/01/2018",4576,6294,12502
"27/01/2018",4576,368551,7314
"27/01/2018",4576,430173,8336
"27/01/2018",4576,430174,12580
"27/01/2018",4576,527956,29009
"27/01/2018",4576,581254,7999
"27/01/2018",5421,794698,6879
"03/09/2018",5479,54452,9350
"13/03/2018",5480,516308,4098
"13/03/2018",5480,136595,1612
"13/03/2018",5480,882200,3397.3
"13/03/2018",5480,7347835,4894
"13/03/2018",5480,136594,7571
"13/03/2018",5480,424354,9411
"13/03/2018",5480,752711,16252
"13/03/2018",5480,269623,19832
"13/03/2018",5480,43249,24176
"13/03/2018",5480,668776,24510
"13/03/2018",5480,924329,29109
"13/03/2018",5481,757803,54274
"13/03/2018",5481,578410,669
"13/03/2018",5481,452092,5088
"13/03/2018",5481,9,5180
"13/03/2018",5481,556263,5602
"13/03/2018",5481,489114,8458
"13/03/2018",5481,277998,10394
"13/03/2018",5481,325685,12123
"13/03/2018",5481,220170,12521
"13/03/2018",5481,2153,13076
"13/03/2018",5481,881224,13693
"13/03/2018",5481,650659,19080
"13/03/2018",5481,8064,23047
"13/03/2018",5482,903560,54619
"13/03/2018",5483,271132,3500
"13/03/2018",5483,139033,1445
"13/03/2018",5483,139038,3042
"13/03/2018",5483,177337,3179
"13/03/2018",5483,60444,7017
"13/03/2018",5483,11777,12231
"13/03/2018",5483,964918,14427
"13/03/2018",5483,69989,25239
"13/03/2018",5483,11061,27677
"13/03/2018",5483,630346,38599
"13/03/2018",5483,11778,39813
"13/03/2018",5483,417696,44575
"13/03/2018",5483,403450,44610
"13/03/2018",5486,346313,62592
"13/03/2018",5486,211637,652
"13/03/2018",5486,162993,2412
"13/03/2018",5486,17977,3137
"13/03/2018",5486,757209,6071
"13/03/2018",5486,600107,7206
"13/03/2018",5486,727413,7984
"13/03/2018",5486,5,9608
"13/03/2018",5486,643813,10655
"13/03/2018",5486,595550,45260
"13/03/2018",5486,595549,50421
"13/03/2018",5486,584891,55438
"13/03/2018",5501,584892,76160
"14/03/2018",5501,607325,4753
"14/03/2018",5501,39092,4830
"14/03/2018",5501,821915,9794
"14/03/2018",5501,819383,12214
"14/03/2018",5502,913248,29156
"14/03/2018",5503,218088,44610
"14/03/2018",5503,392082,2450
"14/03/2018",5503,670866,3872
"14/03/2018",5503,29044,6474
"14/03/2018",5503,473474,6694
"14/03/2018",5503,473475,6694
"14/03/2018",5503,45110,9141
"14/03/2018",5503,138391,12440
"14/03/2018",5503,108660,15195
"14/03/2018",5503,79744,16249
"14/03/2018",5503,296424,17982
"14/03/2018",5503,15,31956
"14/03/2018",5503,123,36563
"14/03/2018",5504,466291,45102
"14/03/2018",5504,489106,1295
"14/03/2018",5504,489107,1299
"14/03/2018",5504,735804,1621
"14/03/2018",5504,164800,4989
"14/03/2018",5504,355692,8297
"14/03/2018",5504,18152,10000
"14/03/2018",5504,188743,10232
"14/03/2018",5504,884201,10404
"14/03/2018",5504,281299,16738
"14/03/2018",5504,72721,16870
"14/03/2018",5504,10013,22240
"14/03/2018",5506,781632,27326
"14/03/2018",5507,744350,6065
"14/03/2018",5507,677023,836
"14/03/2018",5507,599726,1021
"14/03/2018",5507,677019,1644
"14/03/2018",5507,134669,3156
"14/03/2018",5507,244880,3325
"14/03/2018",5507,92142,3360
"14/03/2018",5507,677021,6215
"14/03/2018",5507,859676,6577
"14/03/2018",5507,630378,6695
"14/03/2018",5507,617081,7119
"14/03/2018",5507,510161,10879
"14/03/2018",5507,24741,11480
"14/03/2018",5508,53282,12010
"14/03/2018",5508,412754,3186
"14/03/2018",5508,866474,6070
"14/03/2018",5508,106468,7549
"14/03/2018",5508,372631,9608
"14/03/2018",5508,474447,11119
"14/03/2018",5508,348,16360
"14/03/2018",5508,39986,18371
"14/03/2018",5508,350,34400
"14/03/2018",5508,351,44872
"14/03/2018",5509,152444,50028
"14/03/2018",5509,817331,1238
"14/03/2018",5509,813766,3032
"14/03/2018",5509,253678,3435
"14/03/2018",5509,108654,4355
"14/03/2018",5509,181162,6420
"14/03/2018",5509,6,8085
"14/03/2018",5509,25823,9827
"14/03/2018",5509,758271,12712
"14/03/2018",5509,296153,17196
"14/03/2018",5509,678115,18907
"14/03/2018",5509,328716,34461
"14/03/2018",5510,7807,42754
"14/03/2018",5510,396544,2530
"14/03/2018",5510,470609,2853
"14/03/2018",5510,988494,2894
"14/03/2018",5510,152795,3062
"14/03/2018",5510,27813,4196
"14/03/2018",5510,47061,5047
"14/03/2018",5510,470610,5047
"14/03/2018",5510,29928,5240
"14/03/2018",5510,55100,6115
"14/03/2018",5510,630610,8214
"14/03/2018",5510,391135,35000
"14/03/2018",5511,867616,40624
"14/03/2018",5511,831001,39186
"14/03/2018",5511,511931,45982
"14/03/2018",5511,3,110855
"14/03/2018",5531,7052854,110877
"15/03/2018",5531,37781,1028
"15/03/2018",5531,225653,4086
"15/03/2018",5532,35010,52318
"15/03/2018",5532,793170,980
"15/03/2018",5532,65756,1040
"15/03/2018",5532,56242,1490
"15/03/2018",5532,609413,6411
"15/03/2018",5532,45779,6834
"15/03/2018",5532,44394,7310
"15/03/2018",5532,9490,7990
"15/03/2018",5532,437482,8099
"15/03/2018",5532,226673,9142
"15/03/2018",5532,38,11863
"15/03/2018",5532,135834,16512
"15/03/2018",5532,204851,25323
"15/03/2018",5533,544556,62616
"15/03/2018",5533,47257,3620
"15/03/2018",5533,388418,4944
"15/03/2018",5533,58814,5161
"15/03/2018",5533,23581,5580
"15/03/2018",5533,23580,8425
"15/03/2018",5533,142967,8439
"15/03/2018",5533,792987,10000
"15/03/2018",5533,44744,13228
"15/03/2018",5533,58812,16418
"15/03/2018",5533,52135,16744
"15/03/2018",5533,759863,18294
"15/03/2018",5533,759862,18859
"15/03/2018",5534,430912,27848
"15/03/2018",5534,911708,7481
"15/03/2018",5534,428534,8972
"15/03/2018",5534,422997,10824
"15/03/2018",5534,112,16340
"15/03/2018",5534,35,21638
"15/03/2018",5535,111,48540
"15/03/2018",5536,990222,4161
"15/03/2018",5536,240,1513
"15/03/2018",5536,334814,1531
"15/03/2018",5536,30579,2151
"15/03/2018",5536,453023,2769
"15/03/2018",5536,544415,3002
"15/03/2018",5536,4643,5000
"15/03/2018",5536,34002,8156
"15/03/2018",5536,4642,10500
"15/03/2018",5536,453024,12193
"15/03/2018",5536,653975,14599
"15/03/2018",5536,598201,17126
"15/03/2018",5536,202983,20711
"15/03/2018",5537,598221,33616
"15/03/2018",5537,25,2426
"15/03/2018",5537,446871,3944
"15/03/2018",5537,66778,4822
"15/03/2018",5537,268061,5309
"15/03/2018",5537,3981,5991
"15/03/2018",5537,1795,10412
"15/03/2018",5537,446872,13102
"15/03/2018",5538,52,34911
"15/03/2018",5538,770058,2000
"15/03/2018",5538,977881,2377
"15/03/2018",5538,252377,2545
"15/03/2018",5538,320095,3574
"15/03/2018",5538,561787,8421
"15/03/2018",5538,31289,10000
"15/03/2018",5538,428535,10044
"15/03/2018",5538,142744,22373
"15/03/2018",5538,736223,23685
"15/03/2018",5538,736222,24291
"15/03/2018",5538,20498,29082
"15/03/2018",5538,29030,34024
"15/03/2018",5539,105867,42025
"15/03/2018",5539,735803,1608
"15/03/2018",5539,258069,3030
"15/03/2018",5539,102420,5802
"15/03/2018",5539,159606,5959
"15/03/2018",5539,58,6005
"15/03/2018",5539,53463,6005
"15/03/2018",5539,325063,6005
"15/03/2018",5539,20488,6708
"15/03/2018",5539,97,9110
"15/03/2018",5539,200861,9927
"15/03/2018",5539,182664,11190
"15/03/2018",5539,642554,51504
"15/03/2018",5541,491472,89997
"15/03/2018",5541,218576,4031
"15/03/2018",5542,53464,22403
"15/03/2018",5542,16403,5779
"15/03/2018",5542,61402,5795
"15/03/2018",5542,622263,10000
"15/03/2018",5542,55087,12300
"15/03/2018",5542,27511,18501
"15/03/2018",5542,3413,20000
"15/03/2018",5542,10294,65000
"15/03/2018",5542,116522,90000
"15/03/2018",5542,194307,346000
"15/03/2018",5542,4025,540000
"15/03/2018",5550,10,567800
"16/03/2018",5550,94822,917
"16/03/2018",5550,36511,2586
"16/03/2018",5550,973905,5873
"16/03/2018",5550,645734,6944
"16/03/2018",5550,13,7079
"16/03/2018",5550,34107,7574
"16/03/2018",5550,14,11562
"16/03/2018",5550,182814,14436
"16/03/2018",5550,647365,20083
"16/03/2018",5550,9626,30007
"16/03/2018",5550,157,34517
"16/03/2018",5550,582073,46271
"16/03/2018",5551,399534,46900
"16/03/2018",5551,840479,2264
"16/03/2018",5551,715566,5156
"16/03/2018",5551,162380,6085
"16/03/2018",5551,697196,6427
"16/03/2018",5551,622586,6664
"16/03/2018",5551,337624,7518
"16/03/2018",5551,2534,7629
"16/03/2018",5551,722694,8929
"16/03/2018",5551,845472,8980
"16/03/2018",5551,80959,10000
"16/03/2018",5551,529224,15000
"16/03/2018",5551,231235,19193
"16/03/2018",5552,246316,37661
"16/03/2018",5552,288265,981
"16/03/2018",5552,476630,1337
"16/03/2018",5552,182815,3027
"16/03/2018",5552,139261,4005
"16/03/2018",5552,884762,5108
"16/03/2018",5552,719831,6392
"16/03/2018",5552,560640,8923
"16/03/2018",5552,479089,15967
"16/03/2018",5552,757427,27424
"16/03/2018",5552,479088,36186
"16/03/2018",5552,397198,37055
"16/03/2018",5552,93187,56679
"16/03/2018",5554,1,83315
"16/03/2018",5554,295723,5486
"16/03/2018",5554,9399,5771
"16/03/2018",5554,648023,6064
"16/03/2018",5555,9171188,7432
"16/03/2018",5555,463267,1702
"16/03/2018",5555,306806,4027
"16/03/2018",5555,967542,7193
"16/03/2018",5555,862268,7221
"16/03/2018",5555,761009,10000
"16/03/2018",5555,533265,12435
"16/03/2018",5555,516851,12806
"16/03/2018",5555,361727,14078
"16/03/2018",5555,553572,21570
"16/03/2018",5555,62603,22177
"16/03/2018",5555,305003,22617
"16/03/2018",5555,456344,23639
"16/03/2018",5556,983816,30401
"16/03/2018",5557,39688,5218
"16/03/2018",5557,11629,1647
"16/03/2018",5557,484255,6585
"16/03/2018",5557,484256,6585
"16/03/2018",5557,117396,7838
"16/03/2018",5557,126627,10833
"16/03/2018",5557,61588,12010
"16/03/2018",5557,529112,13679
"16/03/2018",5557,796191,15072
"16/03/2018",5557,250408,24413
"16/03/2018",5558,875420,750000
"16/03/2018",5585,0,2102250
"17/03/2018",5585,36628,3556
"17/03/2018",5585,30098,3600
"17/03/2018",5585,39342,3600
"17/03/2018",5585,135672,4804
"17/03/2018",5585,18785,29941
"17/03/2018",5586,2254,45503
"17/03/2018",5586,457040,1681
"17/03/2018",5586,693780,1696
"17/03/2018",5586,498686,11330
"17/03/2018",5586,45,11643
"17/03/2018",5586,479628,15154
"17/03/2018",5587,349,16505
"17/03/2018",5587,871072,2068
"17/03/2018",5587,833238,7920
"17/03/2018",5587,732161,10487
"17/03/2018",5587,732162,13143
"17/03/2018",5587,36485,16628
"17/03/2018",5587,448330,21446
"17/03/2018",5587,373514,22643
"17/03/2018",5587,48538,24461
"17/03/2018",5587,55180,24797
"17/03/2018",5587,55181,28968
"17/03/2018",5587,533266,42820
"17/03/2018",5587,983815,58265
"17/03/2018",5588,864629,60050
"17/03/2018",5588,460080,2787
"17/03/2018",5588,17109,4321
"17/03/2018",5588,747376,12429
"17/03/2018",5588,56323,12510
"17/03/2018",5588,52610,13125
"17/03/2018",5588,32311,15554
"17/03/2018",5588,517061,17104
"17/03/2018",5588,716185,17174
"17/03/2018",5588,291484,29594
"17/03/2018",5589,339445,31728
"17/03/2018",5589,206692,1055
"17/03/2018",5589,1607881,2300
"17/03/2018",5589,16,3474
"17/03/2018",5589,160882,3523
"17/03/2018",5589,399,7687
"17/03/2018",5589,79486,8783
"17/03/2018",5589,20,8958
"17/03/2018",5589,33,11991
"17/03/2018",5589,316519,12425
"17/03/2018",5589,45310,13414
"17/03/2018",5589,30,31912
"17/03/2018",5589,449016,44602
"17/03/2018",5590,449015,48366
"17/03/2018",5590,650335,4399
"17/03/2018",5590,650333,4563
"17/03/2018",5590,524206,5090
"17/03/2018",5590,243436,5404
"17/03/2018",5590,243433,5493
"17/03/2018",5590,488575,5512
"17/03/2018",5590,9966,10888
"17/03/2018",5590,488573,11788
"17/03/2018",5590,488574,14524
"17/03/2018",5590,988751,18569
"17/03/2018",5590,243435,18816
"17/03/2018",5590,260288,29044
"17/03/2018",5591,882751,30605
"17/03/2018",5591,212601,594
"17/03/2018",5591,4600,1837
"17/03/2018",5591,212602,3150
"17/03/2018",5591,37356,3517
"17/03/2018",5591,4734,5000
"17/03/2018",5591,16441,6005
"17/03/2018",5591,408454,6562
"17/03/2018",5591,846577,8700
"17/03/2018",5591,237616,10306
"17/03/2018",5591,747696,10803
"17/03/2018",5591,806773,12425
"17/03/2018",5591,58288,24292
"17/03/2018",5592,290617,33416
"17/03/2018",5593,2,12963
"17/03/2018",5621,0,1245814
"19/03/2018",5621,356983,7624
"19/03/2018",5621,120336,11751
"19/03/2018",5621,263656,20861
"19/03/2018",5622,61452,29364
"19/03/2018",5623,33062,16287
"19/03/2018",5623,839994,1531
"19/03/2018",5623,920322,1762
"19/03/2018",5623,919362,4201
"19/03/2018",5623,221362,4245
"19/03/2018",5623,561231,6005
"19/03/2018",5623,488576,8624
"19/03/2018",5623,26683,10785
"19/03/2018",5623,488577,14596
"19/03/2018",5623,740132,15051
"19/03/2018",5623,332014,16340
"19/03/2018",5623,488578,19305
"19/03/2018",5623,294379,27768
"19/03/2018",5624,982399,39975
"19/03/2018",5624,586193,2700
"19/03/2018",5624,477878,3164
"19/03/2018",5624,152323,4258
"19/03/2018",5624,6371,14214
"19/03/2018",5625,585107,31051
"19/03/2018",5626,558442,15737
"19/03/2018",5626,465941,1784
"19/03/2018",5626,99321,2426
"19/03/2018",5626,99320,3041
"19/03/2018",5626,243432,3109
"19/03/2018",5626,232230,6583
"19/03/2018",5626,228964,9200
"19/03/2018",5626,753,10069
"19/03/2018",5626,55453,26600
"19/03/2018",5626,1779,29617
"19/03/2018",5626,363980,32140
"19/03/2018",5626,263715,48365
"19/03/2018",5626,363979,72060
"19/03/2018",5627,317957,500000
"19/03/2018",5627,102469,890
"19/03/2018",5627,397263,1295
"19/03/2018",5627,950459,3429
"19/03/2018",5627,737180,3696
"19/03/2018",5627,490297,4201
"19/03/2018",5627,397262,7000
"19/03/2018",5627,133545,10064
"19/03/2018",5627,191050,12010
"19/03/2018",5627,363884,12010
"19/03/2018",5627,75682,13872
"19/03/2018",5627,612395,24885
"19/03/2018",5627,394368,31140
"19/03/2018",5628,583387,64996
"19/03/2018",5628,686499,1219
"19/03/2018",5628,399317,6467
"19/03/2018",5628,303831,6723
"19/03/2018",5629,303341,23416
"19/03/2018",5630,190013,8944
"19/03/2018",5631,901460,23478
"19/03/2018",5631,13809,1290
"19/03/2018",5631,259983,1422
"19/03/2018",5631,587285,6501
"19/03/2018",5631,12,7614
"19/03/2018",5631,758565,7803
"19/03/2018",5631,3439,8181
"19/03/2018",5631,463967,12122
"19/03/2018",5631,463966,15108
"19/03/2018",5631,178377,15657
"19/03/2018",5631,8045,24604
"19/03/2018",5631,161906,30025
"19/03/2018",5631,435208,30694.41
"19/03/2018",5632,446889,44478
"19/03/2018",5632,726591,3090
"19/03/2018",5632,263511,4404
"19/03/2018",5632,29904,5116
"19/03/2018",5632,294592,6765
"19/03/2018",5632,294593,6931
"19/03/2018",5632,10040,10146
"19/03/2018",5632,66,14556
"19/03/2018",5632,122382,15866
"19/03/2018",5632,803809,30325
"19/03/2018",5632,165830,34952
"19/03/2018",5632,6,36060
"19/03/2018",5632,858588,42819
"19/03/2018",5633,865370,79323
"19/03/2018",5633,345977,594
"19/03/2018",5633,446327,3335
"19/03/2018",5633,715739,3474
"19/03/2018",5633,344263,4779
"19/03/2018",5633,33,5150
"19/03/2018",5633,23801,7097
"19/03/2018",5633,192655,7328
"19/03/2018",5633,298369,7828
"19/03/2018",5633,81557,11151
"19/03/2018",5633,8290,12010
"19/03/2018",5633,751396,5219
"19/03/2018",5633,847008,6012
"19/03/2018",5634,847009,9187
"19/03/2018",5634,3795,2802
"19/03/2018",5634,22243,66668
"19/03/2018",5634,22244,31090
"19/03/2018",5634,102207,7169
"19/03/2018",5634,102208,3729
"19/03/2018",5634,128441,6005
"19/03/2018",5634,241196,21055
"19/03/2018",5634,245701,8833
"19/03/2018",5634,373705,8906
"19/03/2018",5634,538527,12334
"19/03/2018",5634,548716,31223
"19/03/2018",5634,627325,6791
"19/03/2018",5636,833611,594
"19/03/2018",5650,0,2765736
"20/03/2018",5650,3,8711
"20/03/2018",5650,4,6406
"20/03/2018",5650,22,26352
"20/03/2018",5650,58278,6893
"20/03/2018",5650,79220,32289
"20/03/2018",5650,127354,18276
"20/03/2018",5650,476926,63384
"20/03/2018",5650,670154,40466
"20/03/2018",5650,670155,19500
"20/03/2018",5650,672429,35135
"20/03/2018",5650,784456,1248
"20/03/2018",5650,952056,7626
"20/03/2018",5651,952057,24020
"20/03/2018",5651,48226,10004
"20/03/2018",5651,208536,1551
"20/03/2018",5651,379392,28971
"20/03/2018",5651,379393,15988
"20/03/2018",5651,379394,15728
"20/03/2018",5651,379396,13752
"20/03/2018",5651,379397,12913
"20/03/2018",5651,426788,4099
"20/03/2018",5651,482887,27564
"20/03/2018",5651,579421,60050
"20/03/2018",5652,662870,17950
"20/03/2018",5652,104109,14035
"20/03/2018",5653,978414,20671
"20/03/2018",5653,11,4879
"20/03/2018",5653,32,5754
"20/03/2018",5653,5816,14425
"20/03/2018",5653,26003,516
"20/03/2018",5653,147078,20671
"20/03/2018",5653,168019,29617
"20/03/2018",5653,256263,410
"20/03/2018",5653,271287,7046
"20/03/2018",5653,389043,76937
"20/03/2018",5653,488685,2683
"20/03/2018",5653,580959,6772
"20/03/2018",5653,846445,10788
"20/03/2018",5654,932543,8269
"20/03/2018",5654,9320,11424
"20/03/2018",5654,9321,9608
"20/03/2018",5654,9873,32213
"20/03/2018",5654,11219,1516
"20/03/2018",5654,41409,3776
"20/03/2018",5654,211636,3374
"20/03/2018",5654,245328,2656
"20/03/2018",5654,251573,18927
"20/03/2018",5654,460082,7647
"20/03/2018",5654,522966,4864
"20/03/2018",5654,563621,48774
"20/03/2018",5654,733296,7580
"20/03/2018",5655,733339,6005
"20/03/2018",5655,33274,6105
"20/03/2018",5655,42710,2500
"20/03/2018",5655,523181,5199
"20/03/2018",5655,551631,10925
"20/03/2018",5655,563617,10820
"20/03/2018",5655,563618,10836
"20/03/2018",5655,563619,27881
"20/03/2018",5656,563620,12653
"20/03/2018",5656,14,3062
"20/03/2018",5656,13350,924
"20/03/2018",5656,54420,12713
"20/03/2018",5656,210370,5760
"20/03/2018",5656,306544,746
"20/03/2018",5656,386326,13265
"20/03/2018",5656,386327,24613
"20/03/2018",5656,498687,7226
"20/03/2018",5656,539960,5054
"20/03/2018",5656,646669,14808
"20/03/2018",5656,805276,8420
"20/03/2018",5656,969787,17436
"20/03/2018",5657,1319111,11178
"20/03/2018",5657,153,23888
"20/03/2018",5657,4678,994
"20/03/2018",5657,34849,1057
"20/03/2018",5657,43252,243
"20/03/2018",5658,538442,4251
"20/03/2018",5676,0,2803731
"21/03/2018",5676,41,3939
"21/03/2018",5676,762,20042
"21/03/2018",5676,2742,11514
"21/03/2018",5676,10172,25200
"21/03/2018",5676,27960,14770
"21/03/2018",5676,185564,2102
"21/03/2018",5676,257588,3181
"21/03/2018",5676,274411,11524
"21/03/2018",5676,274412,919
"21/03/2018",5676,615623,4223
"21/03/2018",5676,658807,495872
"21/03/2018",5676,667055,13687
"21/03/2018",5677,976664,5099
"21/03/2018",5677,18,911
"21/03/2018",5677,41,1148
"21/03/2018",5677,19590,20168
"21/03/2018",5677,26509,2526
"21/03/2018",5677,26510,3535
"21/03/2018",5677,37854,33104
"21/03/2018",5677,60175,19969
"21/03/2018",5677,60937,12867
"21/03/2018",5677,181081,12497
"21/03/2018",5678,658806,110438
"21/03/2018",5678,9324,12010
"21/03/2018",5678,14178,25156
"21/03/2018",5678,82948,13957
"21/03/2018",5678,149073,5697
"21/03/2018",5678,391367,55478
"21/03/2018",5678,396574,25067
"21/03/2018",5678,467741,44570
"21/03/2018",5678,645434,8278
"21/03/2018",5678,680091,60875
"21/03/2018",5678,680092,8750
"21/03/2018",5678,754430,23391
"21/03/2018",5678,793466,24421
"21/03/2018",5679,827078,1433
"21/03/2018",5679,1910,5156
"21/03/2018",5679,3192,5881
"21/03/2018",5679,103781,25826
"21/03/2018",5679,138412,10520
"21/03/2018",5679,190045,15596
"21/03/2018",5679,309013,20975
"21/03/2018",5679,374604,20112
"21/03/2018",5679,379200,16029
"21/03/2018",5679,405049,39413
"21/03/2018",5679,630449,7128
"21/03/2018",5679,703066,12598
"21/03/2018",5679,797165,25152
